geography_code,month_index,addressable_prevalent_pool,source_file,source_value_type,transformation_note
US,139,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,14,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,140,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,141,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,142,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,143,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,144,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,15,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,16,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,17,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,18,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,19,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,2,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,20,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,21,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,22,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,23,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,24,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,25,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,26,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,27,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,28,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,29,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,3,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,30,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,31,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,32,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,33,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,34,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,35,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,36,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,37,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,38,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,39,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,4,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,40,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,41,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,42,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,43,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,44,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,45,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,46,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,47,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,48,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,49,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,5,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,50,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,51,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,52,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,53,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,54,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,55,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,56,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,57,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,58,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,59,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,6,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,60,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,61,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,62,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,63,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,64,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,65,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,66,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,67,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,68,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,69,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,7,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,70,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,71,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,72,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,73,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,74,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,75,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,76,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,77,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,78,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,79,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,8,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,80,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,81,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,82,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,83,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,84,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,85,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,86,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,87,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,88,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,89,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,9,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,90,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,91,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,92,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,93,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,94,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,95,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,96,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,97,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,98,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
US,99,2083.333333333333333333333333,treatable pts 250.xlsx,annual_pool_divided_by_12,Derived from raw annual CML prevalent pool because source lacks explicit monthly pool.
